,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
250,32,34,300,500,3.0,0.75,68,94,56,90,5,8,100,3,4,0,0.7,1,0,0.8999999999999999
251,10,18,500,900,4.5,0.75,120,4,112,122,3,111,420,4,7,0,0.8999999999999999,0,1,0.6
252,122,38,300,100,4.0,0.25,14,106,32,8,5,88,280,8,3,1,0.6,1,1,0.6
253,84,80,500,800,2.0,0.5,126,84,80,20,4,67,440,8,6,1,0.5,1,0,0.7999999999999999
254,2,50,300,900,3.5,0.75,100,64,24,42,2,112,440,1,3,0,0.6,0,1,0.8999999999999999
255,86,28,600,500,4.5,0.5,66,124,64,30,3,126,380,9,2,0,0.8999999999999999,1,0,0.6
256,56,60,500,400,3.0,0.75,62,92,40,92,6,91,80,3,1,0,0.5,0,1,0.5
257,76,76,100,700,3.0,0.5,102,32,120,96,3,41,220,7,6,1,0.6,1,1,0.7999999999999999
258,34,104,600,500,2.0,0.25,126,118,96,116,2,74,220,1,4,1,0.8999999999999999,1,1,0.5
259,12,42,900,700,2.0,0.25,66,58,112,10,6,96,60,8,4,1,0.8999999999999999,0,1,0.7999999999999999
260,70,8,900,100,1.5,0.25,62,18,32,116,7,87,300,1,2,1,0.6,1,0,0.8999999999999999
261,106,14,600,900,4.0,0.25,46,6,56,62,4,37,180,4,5,0,0.8999999999999999,0,1,0.7
262,94,118,300,700,4.5,0.25,80,114,40,70,4,82,300,7,6,1,0.8999999999999999,1,0,0.8999999999999999
263,70,12,500,300,1.5,0.75,6,54,80,76,1,65,80,7,1,1,0.5,0,1,0.7
264,52,106,800,500,3.5,0.5,16,96,112,88,2,28,80,5,6,0,0.5,0,0,0.5
265,92,98,600,800,3.0,0.25,74,44,40,76,1,43,180,7,6,1,0.8999999999999999,1,1,0.5
266,58,108,900,500,2.5,0.5,26,64,16,28,7,66,100,4,4,0,0.5,0,0,0.5
267,56,64,100,100,4.0,0.5,54,60,56,62,6,47,320,4,5,0,0.7999999999999999,0,0,0.7
268,40,12,700,300,1.5,0.25,66,52,104,88,7,62,340,4,6,0,0.5,1,0,0.7999999999999999
269,64,20,800,300,4.0,0.25,124,34,72,24,5,104,60,2,6,0,0.8999999999999999,0,0,0.7999999999999999
270,78,86,800,700,4.5,0.75,94,8,120,64,4,124,460,9,4,0,0.8999999999999999,1,1,0.7
271,96,32,400,700,4.0,0.25,30,64,56,34,4,51,440,4,3,1,0.6,1,0,0.5
272,64,100,500,500,2.5,0.25,120,80,32,14,1,15,280,2,2,0,0.8999999999999999,1,0,0.6
273,78,108,800,900,2.5,0.25,8,48,40,96,2,8,220,8,4,0,0.7999999999999999,0,0,0.8999999999999999
274,16,42,100,500,1.5,0.75,34,106,112,10,4,9,340,3,4,0,0.6,1,1,0.7999999999999999
275,82,84,500,900,4.0,0.25,72,104,96,126,5,27,420,7,4,1,0.5,0,0,0.5
276,72,50,400,200,3.5,0.75,124,62,8,54,1,36,320,3,2,1,0.6,0,0,0.6
277,18,116,900,900,4.0,0.25,88,4,24,52,4,126,260,5,7,0,0.7999999999999999,1,0,0.7
278,56,104,700,600,3.5,0.75,44,108,40,74,1,41,240,7,1,0,0.7999999999999999,1,0,0.6
279,40,104,500,300,2.0,0.75,18,20,120,112,3,41,460,4,2,0,0.7,0,0,0.7999999999999999
280,34,70,800,900,1.0,0.75,72,22,80,76,5,24,280,9,5,1,0.8999999999999999,1,1,0.5
281,26,38,500,100,1.0,0.25,50,8,40,60,6,82,140,1,2,0,0.6,0,0,0.8999999999999999
282,44,28,200,100,2.5,0.75,42,18,8,42,4,41,260,9,7,0,0.7999999999999999,1,1,0.8999999999999999
283,114,44,500,700,2.0,0.25,18,46,40,126,5,33,60,5,1,1,0.5,1,1,0.6
284,24,58,100,300,4.5,0.25,26,78,48,58,2,29,120,1,3,1,0.6,1,0,0.7999999999999999
285,38,90,700,400,2.5,0.25,60,124,48,50,6,69,20,2,4,0,0.8999999999999999,1,1,0.7999999999999999
286,124,22,700,200,3.5,0.25,36,62,104,20,1,113,440,7,7,0,0.6,1,1,0.7
287,114,44,200,100,2.5,0.25,12,28,72,70,2,17,440,6,5,1,0.8999999999999999,0,1,0.7999999999999999
288,64,54,400,400,2.5,0.5,86,66,112,122,1,55,140,8,4,0,0.7999999999999999,0,1,0.6
289,78,8,100,100,1.5,0.75,94,22,8,96,1,26,60,8,1,0,0.8999999999999999,0,0,0.7
290,98,66,300,400,2.5,0.75,22,24,96,118,5,117,360,5,1,0,0.5,1,0,0.7
291,38,54,200,300,1.5,0.25,84,14,48,38,5,75,220,7,2,0,0.7999999999999999,1,1,0.7
292,26,32,100,600,1.0,0.75,92,94,112,54,2,74,360,8,2,0,0.7999999999999999,1,0,0.8999999999999999
293,120,70,800,200,1.5,0.5,46,86,80,114,1,99,180,5,3,1,0.7999999999999999,1,1,0.7
294,48,12,400,500,1.0,0.25,118,94,8,72,6,72,380,9,4,1,0.6,1,0,0.5
295,4,30,200,500,3.5,0.5,88,6,56,48,2,108,380,3,4,1,0.6,0,0,0.6
296,12,86,200,300,4.0,0.5,20,40,64,114,6,57,20,1,2,1,0.8999999999999999,1,1,0.5
297,34,28,600,600,4.0,0.5,58,22,64,34,4,76,340,8,4,1,0.8999999999999999,0,1,0.7999999999999999
298,122,100,700,800,4.0,0.5,76,74,104,58,5,36,360,3,7,1,0.7999999999999999,1,1,0.6
299,78,68,600,400,1.0,0.75,110,70,96,114,7,75,20,9,3,0,0.7,1,1,0.6
300,20,116,800,400,2.0,0.5,52,102,24,120,1,121,400,3,7,0,0.6,1,1,0.5
301,126,24,300,300,4.0,0.5,96,116,96,36,2,65,460,5,4,1,0.7999999999999999,1,1,0.8999999999999999
302,20,80,700,300,4.5,0.25,32,58,72,8,6,37,260,9,1,1,0.8999999999999999,1,1,0.5
303,50,10,100,100,2.5,0.75,38,32,120,94,1,122,140,6,6,0,0.8999999999999999,0,0,0.8999999999999999
304,112,106,600,700,4.0,0.5,6,66,48,80,6,87,360,3,3,1,0.6,0,0,0.7
305,64,110,600,800,2.0,0.5,112,100,120,38,2,61,160,3,5,0,0.7999999999999999,0,1,0.7999999999999999
306,120,82,200,800,1.0,0.25,54,104,120,116,4,29,280,1,3,1,0.8999999999999999,0,0,0.7999999999999999
307,110,40,700,400,4.0,0.25,70,12,112,62,5,30,60,5,3,1,0.6,0,0,0.8999999999999999
308,10,62,100,800,1.0,0.25,122,42,64,26,1,41,440,8,4,0,0.7999999999999999,1,1,0.5
309,96,96,700,300,2.0,0.25,48,102,88,36,5,77,440,3,6,0,0.7,0,1,0.6
310,104,70,600,600,2.5,0.75,116,100,16,54,1,68,480,4,2,0,0.7999999999999999,0,0,0.8999999999999999
311,60,116,900,300,2.0,0.75,56,6,80,34,3,79,460,8,4,0,0.6,1,0,0.8999999999999999
312,2,4,100,400,4.5,0.75,86,52,40,102,1,21,400,4,3,0,0.5,0,0,0.7999999999999999
313,94,120,500,400,2.5,0.5,124,84,88,60,5,11,420,6,7,0,0.8999999999999999,1,1,0.5
314,58,16,300,300,4.0,0.25,16,106,48,48,6,101,260,2,2,1,0.5,0,1,0.6
315,92,106,400,700,1.0,0.75,78,20,24,18,3,8,240,7,1,1,0.5,1,1,0.6
316,114,118,100,900,2.0,0.5,100,14,64,60,7,48,420,3,4,1,0.7,1,1,0.6
317,102,120,600,200,1.0,0.25,88,2,32,68,5,84,280,1,5,1,0.6,1,1,0.7999999999999999
318,14,84,600,400,3.0,0.75,110,110,40,40,5,72,440,1,4,0,0.7999999999999999,1,0,0.6
319,20,26,600,600,3.5,0.25,24,48,56,92,6,21,60,7,1,0,0.6,1,1,0.8999999999999999
320,32,32,600,600,1.5,0.75,40,48,104,104,4,125,280,3,4,1,0.8999999999999999,0,1,0.7999999999999999
321,120,108,900,100,4.5,0.75,34,36,104,72,1,102,400,2,3,0,0.8999999999999999,1,0,0.8999999999999999
322,108,124,800,800,1.5,0.25,122,118,64,6,4,116,180,4,1,0,0.8999999999999999,1,1,0.6
323,82,74,700,500,4.5,0.75,98,32,96,50,7,32,360,3,1,1,0.6,1,0,0.8999999999999999
324,8,26,800,700,1.5,0.25,66,24,64,52,5,75,320,4,2,1,0.6,1,1,0.8999999999999999
325,96,44,200,200,2.5,0.75,40,102,104,4,5,62,320,9,6,1,0.7,1,1,0.7999999999999999
326,78,120,700,500,3.0,0.5,90,110,104,14,4,126,400,5,3,0,0.7999999999999999,1,0,0.5
327,112,4,900,900,1.5,0.75,24,88,40,46,3,18,480,7,4,1,0.7999999999999999,1,1,0.8999999999999999
328,60,34,800,200,2.0,0.25,46,110,64,50,3,52,220,7,5,0,0.6,0,1,0.5
329,48,38,500,400,2.5,0.5,116,74,72,28,7,79,360,4,3,1,0.7,0,1,0.6
330,126,10,200,300,3.5,0.5,48,118,24,12,5,106,200,6,6,1,0.6,1,0,0.8999999999999999
331,118,86,900,400,4.0,0.25,108,124,48,44,4,52,480,9,7,0,0.7999999999999999,0,0,0.7
332,36,86,700,900,4.5,0.75,108,92,72,38,2,62,200,5,6,0,0.5,0,0,0.6
333,38,64,800,200,4.0,0.75,52,108,72,96,7,50,160,9,5,0,0.7,1,0,0.7999999999999999
334,72,124,300,200,3.0,0.75,12,4,96,78,5,27,360,2,5,0,0.5,0,1,0.8999999999999999
335,120,108,100,400,1.0,0.5,72,14,24,98,1,76,60,9,6,1,0.7999999999999999,0,1,0.5
336,6,100,800,900,3.0,0.25,88,32,112,122,2,59,220,3,5,0,0.7,1,1,0.5
337,4,42,100,200,2.0,0.75,6,64,32,76,2,103,20,3,5,0,0.7999999999999999,1,0,0.6
338,90,100,400,400,4.5,0.5,122,66,56,110,4,69,120,9,5,0,0.7999999999999999,1,0,0.5
339,86,26,700,900,1.5,0.75,26,8,48,92,4,8,300,6,5,1,0.8999999999999999,0,1,0.7
340,118,30,400,800,1.5,0.5,4,116,112,58,1,59,220,2,5,0,0.6,0,0,0.5
341,98,94,400,400,1.0,0.25,4,48,32,114,2,82,420,4,2,1,0.6,0,1,0.7
342,64,112,800,300,4.5,0.25,126,86,88,12,7,84,60,1,1,0,0.7,0,0,0.5
343,96,118,400,900,4.5,0.75,6,80,40,76,1,51,80,5,3,0,0.7999999999999999,1,1,0.5
344,102,76,100,100,1.5,0.25,82,100,32,76,7,62,300,5,6,0,0.7999999999999999,0,0,0.5
345,42,32,600,300,4.0,0.25,68,18,72,44,5,54,480,8,7,0,0.7,0,1,0.5
346,36,36,500,700,4.0,0.5,34,24,40,40,2,79,80,5,3,1,0.7,1,0,0.7999999999999999
347,98,24,600,900,4.5,0.25,36,72,72,48,6,125,40,7,5,1,0.6,0,0,0.6
348,76,54,600,800,1.0,0.25,84,40,80,8,4,96,180,8,1,1,0.7,1,1,0.8999999999999999
349,8,40,600,600,3.5,0.25,34,10,80,56,5,114,180,2,5,0,0.8999999999999999,1,1,0.7999999999999999
350,62,122,700,500,4.5,0.5,78,58,120,20,1,13,440,3,1,1,0.7,0,0,0.8999999999999999
351,56,100,300,700,2.0,0.75,96,10,24,22,7,93,40,4,4,1,0.5,0,1,0.6
352,38,74,500,200,1.5,0.25,38,52,8,86,4,78,80,1,2,1,0.5,1,1,0.6
353,82,102,300,900,2.0,0.75,26,62,24,102,2,13,140,6,2,1,0.7,1,0,0.5
354,32,38,500,400,1.5,0.75,88,80,56,104,6,77,300,9,4,1,0.7999999999999999,1,1,0.7
355,60,88,900,900,2.0,0.5,96,102,40,28,7,97,460,8,6,1,0.5,1,1,0.7999999999999999
356,82,110,200,900,3.5,0.5,92,118,48,56,7,70,440,5,7,0,0.8999999999999999,0,0,0.7999999999999999
357,46,30,300,900,2.0,0.25,18,50,48,14,6,99,460,1,7,0,0.5,0,0,0.7
358,106,68,500,200,3.5,0.5,16,122,64,106,2,16,40,2,1,1,0.8999999999999999,0,0,0.6
359,6,100,900,800,3.0,0.75,84,18,8,116,3,58,140,8,3,0,0.8999999999999999,1,0,0.5
360,8,24,900,300,3.5,0.5,18,114,16,86,6,34,480,1,5,1,0.8999999999999999,0,1,0.5
361,98,32,700,400,3.0,0.5,98,110,24,56,2,27,320,2,5,1,0.5,0,0,0.7
362,2,54,700,900,3.5,0.25,62,104,104,126,6,50,340,4,1,1,0.6,1,1,0.7
363,124,64,400,800,2.0,0.25,20,94,112,38,3,8,160,2,5,0,0.7999999999999999,0,1,0.5
364,64,116,900,400,4.0,0.75,94,110,40,124,1,115,440,5,5,1,0.8999999999999999,0,0,0.8999999999999999
365,88,14,400,300,2.5,0.5,78,94,80,62,7,63,320,2,7,1,0.8999999999999999,0,0,0.7999999999999999
366,20,62,100,300,2.0,0.25,62,102,32,18,2,90,220,6,7,1,0.8999999999999999,1,1,0.8999999999999999
367,40,52,300,900,1.0,0.75,40,24,16,18,5,71,20,8,6,0,0.5,1,0,0.8999999999999999
368,124,78,700,600,3.0,0.25,62,6,56,98,5,81,100,9,5,0,0.5,0,0,0.7
369,72,68,800,500,1.5,0.75,54,34,32,56,7,96,260,1,5,1,0.5,1,0,0.7999999999999999
370,112,30,200,400,4.5,0.75,30,62,88,124,2,106,20,5,3,1,0.5,1,1,0.7999999999999999
371,116,106,100,200,1.0,0.25,126,80,104,12,2,89,220,7,3,1,0.6,1,0,0.5
372,114,22,200,500,2.0,0.25,78,32,8,16,5,50,20,9,2,1,0.5,1,1,0.6
373,22,24,800,700,3.5,0.25,116,122,72,96,6,73,320,7,4,1,0.7,1,1,0.7
374,100,30,900,700,4.0,0.5,44,26,72,102,6,120,260,1,6,0,0.7,0,1,0.6
375,120,78,400,800,1.5,0.75,94,78,72,44,2,124,80,5,1,1,0.8999999999999999,1,1,0.7
376,42,72,500,600,2.0,0.25,6,82,80,28,4,38,200,3,4,1,0.7,1,1,0.5
377,96,96,200,200,2.0,0.25,32,42,48,74,7,22,20,4,7,1,0.6,0,0,0.6
378,100,76,200,900,1.5,0.25,54,116,8,6,2,49,300,2,2,1,0.8999999999999999,0,0,0.7999999999999999
379,20,60,700,300,4.5,0.5,92,76,80,58,4,56,340,7,6,1,0.8999999999999999,1,1,0.7999999999999999
380,88,112,400,100,3.0,0.25,92,34,24,6,6,95,60,8,2,1,0.7,1,0,0.8999999999999999
381,86,42,300,200,4.5,0.5,124,50,120,112,5,101,260,3,1,1,0.7999999999999999,1,0,0.7999999999999999
382,86,116,200,900,4.5,0.5,96,100,120,54,6,79,320,8,3,1,0.5,0,1,0.6
383,110,76,200,100,4.0,0.75,2,4,40,76,3,99,320,9,1,1,0.7,1,0,0.5
384,42,52,700,400,1.5,0.75,4,58,88,10,2,37,160,3,4,0,0.7999999999999999,1,0,0.8999999999999999
385,30,36,500,200,3.5,0.5,56,118,72,46,5,16,260,9,4,0,0.8999999999999999,0,1,0.7999999999999999
386,74,2,400,500,3.5,0.5,64,120,64,8,3,97,20,9,7,0,0.6,0,0,0.7
387,42,28,800,500,4.5,0.75,16,6,104,8,5,70,180,3,5,0,0.6,1,0,0.7999999999999999
388,4,24,400,200,3.0,0.5,118,94,56,104,6,103,160,3,6,1,0.7,0,1,0.8999999999999999
389,40,34,600,300,2.0,0.5,100,104,104,46,2,64,320,1,5,1,0.6,0,1,0.6
390,26,38,900,900,1.5,0.25,66,120,24,52,4,107,20,4,6,0,0.6,1,1,0.8999999999999999
391,42,86,300,700,4.5,0.5,104,106,80,58,6,80,60,2,2,0,0.6,0,1,0.6
392,68,58,100,200,4.5,0.25,68,66,32,82,3,32,140,8,4,0,0.7,0,0,0.7
393,120,28,200,600,4.0,0.5,104,108,40,26,3,35,320,3,2,1,0.5,1,0,0.6
394,40,122,800,800,4.0,0.5,70,42,96,4,5,104,400,5,4,0,0.7999999999999999,1,0,0.7
395,12,32,800,200,4.0,0.75,84,84,40,96,7,81,200,8,6,0,0.5,1,1,0.8999999999999999
396,40,20,100,700,4.5,0.25,80,20,120,48,4,111,140,9,6,0,0.8999999999999999,1,1,0.7999999999999999
397,52,36,500,100,4.0,0.5,42,120,32,78,2,86,240,2,4,1,0.6,0,0,0.6
398,74,44,400,300,3.5,0.5,54,70,24,118,1,45,420,9,2,0,0.8999999999999999,1,0,0.6
399,102,58,900,700,1.5,0.25,84,102,72,120,3,74,380,2,2,1,0.7999999999999999,1,0,0.5
400,36,26,100,900,2.0,0.25,104,76,72,48,7,120,300,3,2,0,0.8999999999999999,1,1,0.6
401,72,12,400,600,4.5,0.5,10,56,64,32,3,126,340,1,1,1,0.5,0,0,0.7
402,58,100,200,200,3.0,0.25,100,120,8,100,6,79,400,2,5,0,0.7,0,1,0.6
403,98,104,400,700,1.5,0.75,26,102,40,72,7,40,300,3,2,0,0.6,0,0,0.7999999999999999
404,58,32,200,300,1.0,0.25,64,4,96,34,7,122,460,3,6,0,0.6,1,0,0.5
405,18,32,700,500,4.0,0.25,18,90,56,20,5,124,180,9,5,1,0.8999999999999999,1,0,0.5
406,6,98,900,500,3.5,0.75,112,84,16,114,6,99,120,2,7,0,0.7999999999999999,1,1,0.7
407,68,104,700,100,4.5,0.25,122,70,16,112,3,119,440,7,7,0,0.5,0,0,0.5
408,2,58,200,500,2.5,0.5,70,100,72,44,5,86,340,3,1,0,0.8999999999999999,1,0,0.7999999999999999
409,98,30,500,900,2.5,0.25,34,94,120,62,2,24,420,3,5,1,0.6,0,1,0.6
410,74,92,900,300,3.0,0.75,126,46,72,94,2,51,20,5,6,0,0.7,1,1,0.6
411,46,108,600,100,1.0,0.5,96,94,112,8,5,40,380,3,7,1,0.6,1,1,0.8999999999999999
412,12,100,500,900,2.5,0.75,28,44,80,16,1,14,360,8,7,0,0.7999999999999999,0,0,0.8999999999999999
413,90,106,400,500,1.5,0.5,10,36,72,104,4,37,20,2,7,0,0.7999999999999999,0,0,0.6
414,36,40,700,600,3.5,0.25,66,108,16,110,5,54,340,7,2,0,0.6,1,0,0.7
415,4,36,800,700,3.5,0.75,90,18,32,106,5,47,200,9,5,1,0.6,0,0,0.7999999999999999
416,78,118,700,700,2.0,0.5,110,54,88,38,7,111,140,1,2,1,0.6,0,1,0.7
417,82,84,600,100,3.0,0.25,56,20,24,68,5,59,180,6,4,1,0.5,1,0,0.7
418,26,44,600,400,3.0,0.75,40,82,48,32,4,76,180,4,2,1,0.7,0,1,0.8999999999999999
419,120,42,700,700,1.5,0.25,96,70,80,96,2,25,400,4,3,1,0.8999999999999999,1,1,0.7
420,64,10,500,400,4.5,0.5,92,52,120,66,3,16,240,7,3,0,0.6,0,0,0.5
421,94,14,800,200,2.5,0.5,30,112,8,26,3,31,400,9,6,0,0.7,1,1,0.8999999999999999
422,22,120,800,900,1.0,0.75,110,60,96,96,7,110,280,6,7,0,0.6,0,0,0.8999999999999999
423,46,64,700,900,4.0,0.75,8,120,40,90,2,65,20,1,4,1,0.7999999999999999,0,1,0.8999999999999999
424,62,62,500,300,3.0,0.75,50,118,88,100,5,118,360,9,6,1,0.6,1,0,0.6
425,50,8,100,400,1.5,0.5,4,94,16,28,7,97,300,9,2,1,0.7,1,0,0.7
426,28,94,300,600,2.5,0.25,2,62,96,74,3,122,260,5,3,0,0.6,0,1,0.8999999999999999
427,10,108,400,500,3.5,0.5,126,50,96,46,2,86,80,2,2,1,0.7999999999999999,1,0,0.6
428,14,76,600,300,2.0,0.5,34,42,64,106,2,111,120,9,1,1,0.6,1,1,0.5
429,10,66,700,900,2.0,0.75,26,94,8,46,5,46,220,3,1,1,0.7999999999999999,1,1,0.7999999999999999
430,22,66,900,800,4.0,0.5,120,64,120,124,1,8,460,7,3,1,0.8999999999999999,0,0,0.7
431,82,76,400,600,4.5,0.25,14,42,24,20,6,82,360,9,5,1,0.7,1,0,0.7
432,104,62,200,600,3.0,0.5,118,28,120,48,7,96,320,1,6,0,0.8999999999999999,0,1,0.7999999999999999
433,80,20,900,200,3.0,0.5,92,118,112,46,4,54,320,9,6,1,0.7,0,1,0.6
434,10,4,600,900,2.0,0.75,10,104,88,16,2,108,420,7,7,1,0.6,0,1,0.5
435,116,18,600,300,3.0,0.75,8,14,56,60,6,24,240,6,1,0,0.7,1,0,0.8999999999999999
436,70,44,200,900,3.0,0.75,30,16,88,104,4,76,440,6,5,1,0.8999999999999999,0,0,0.8999999999999999
437,114,76,900,500,3.0,0.25,124,90,64,62,2,123,320,1,4,1,0.7999999999999999,1,0,0.5
438,124,112,300,800,4.5,0.5,22,78,80,90,7,34,260,8,2,0,0.5,1,1,0.8999999999999999
439,106,26,500,700,2.5,0.25,32,66,40,108,2,28,20,1,6,1,0.5,0,1,0.7
440,20,114,800,800,2.5,0.5,106,4,48,104,7,11,300,3,5,0,0.6,1,0,0.7
441,18,34,500,600,4.5,0.25,84,66,40,20,1,16,180,9,7,0,0.6,1,0,0.7999999999999999
442,30,44,700,800,4.0,0.5,52,52,24,64,7,63,360,5,3,1,0.8999999999999999,1,1,0.5
443,56,20,300,200,1.0,0.5,120,38,16,2,4,19,120,5,1,1,0.7,0,1,0.7
444,92,6,100,400,4.0,0.5,70,24,64,20,4,29,460,3,1,1,0.7999999999999999,0,0,0.5
445,10,110,300,500,4.5,0.25,26,20,96,94,7,13,180,9,5,0,0.7999999999999999,1,1,0.5
446,4,66,500,500,3.5,0.75,50,100,112,62,7,125,200,1,1,1,0.6,0,1,0.7
447,22,88,500,700,3.5,0.75,100,92,40,56,2,113,380,5,1,1,0.8999999999999999,1,0,0.7
448,80,80,900,800,3.0,0.75,104,30,80,78,4,106,260,9,2,0,0.8999999999999999,0,0,0.7999999999999999
449,40,108,500,200,2.0,0.5,62,30,16,36,2,14,420,2,6,0,0.5,0,1,0.7999999999999999
450,8,126,100,600,4.5,0.75,10,56,72,76,2,124,300,7,2,1,0.6,1,1,0.8999999999999999
451,8,104,600,500,3.0,0.5,114,4,80,102,7,50,220,2,3,1,0.6,0,0,0.7999999999999999
452,76,110,800,200,2.5,0.25,2,72,64,76,1,28,220,8,5,1,0.8999999999999999,1,0,0.7999999999999999
453,2,34,400,800,1.0,0.5,34,18,80,20,6,29,180,5,7,1,0.7999999999999999,1,0,0.7
454,106,64,300,600,1.5,0.25,48,104,8,110,1,108,80,3,6,0,0.6,0,1,0.8999999999999999
455,68,122,900,300,3.5,0.25,40,48,80,92,5,98,340,6,6,1,0.7999999999999999,1,1,0.8999999999999999
456,114,26,800,200,4.5,0.75,116,58,64,54,2,116,180,4,3,1,0.6,1,1,0.6
457,42,84,900,300,4.0,0.5,120,94,32,94,1,26,100,1,4,0,0.8999999999999999,1,0,0.7
458,62,20,100,500,2.5,0.5,10,114,112,60,4,112,300,8,3,0,0.7999999999999999,0,1,0.7
459,60,68,600,900,3.0,0.25,72,72,64,52,6,44,200,8,1,1,0.7999999999999999,1,1,0.7999999999999999
460,4,32,700,500,3.0,0.5,102,10,16,18,5,79,400,8,3,0,0.5,1,1,0.8999999999999999
461,2,120,200,900,2.5,0.5,92,62,104,50,5,91,480,5,3,1,0.7999999999999999,0,1,0.8999999999999999
462,92,26,900,700,1.5,0.5,80,116,120,62,6,33,180,3,6,0,0.6,1,0,0.8999999999999999
463,124,40,900,700,3.5,0.25,8,30,40,14,1,66,140,6,7,1,0.8999999999999999,0,1,0.5
464,2,116,700,600,1.5,0.75,44,108,104,86,4,33,120,9,2,0,0.5,1,0,0.7999999999999999
465,64,14,600,800,4.5,0.5,60,46,48,34,2,44,460,6,4,0,0.7,1,0,0.5
466,46,92,200,100,2.5,0.5,28,66,80,98,5,55,140,1,2,0,0.7999999999999999,0,0,0.7999999999999999
467,6,24,100,700,3.5,0.75,36,20,120,46,4,30,260,2,3,0,0.8999999999999999,0,0,0.7
468,72,84,500,800,2.0,0.25,122,102,88,120,6,86,380,5,7,0,0.5,1,1,0.8999999999999999
469,2,98,900,100,1.5,0.5,120,86,120,118,4,68,480,7,5,1,0.7999999999999999,0,0,0.7999999999999999
470,110,50,700,300,4.5,0.5,30,114,32,58,5,104,180,5,5,0,0.7,1,0,0.7999999999999999
471,48,18,500,700,4.0,0.75,110,86,48,58,4,104,140,1,6,1,0.7,0,1,0.7
472,98,40,400,900,3.0,0.25,100,106,56,30,4,63,40,6,1,1,0.7999999999999999,0,0,0.6
473,74,48,200,200,2.5,0.75,70,90,120,126,1,60,240,2,6,1,0.5,1,1,0.8999999999999999
474,30,24,900,400,3.5,0.75,56,100,112,108,3,111,380,5,3,1,0.7999999999999999,1,0,0.7
475,42,106,100,500,2.5,0.75,20,62,112,4,3,72,160,7,3,0,0.5,1,0,0.6
476,60,16,600,500,3.0,0.5,16,68,104,2,4,8,320,5,2,0,0.6,1,1,0.7
477,56,36,200,500,3.0,0.25,36,102,64,20,5,32,420,9,1,0,0.8999999999999999,0,1,0.6
478,122,62,400,100,2.0,0.75,114,90,64,34,7,23,120,8,6,1,0.8999999999999999,0,1,0.8999999999999999
479,44,126,900,100,1.0,0.5,64,98,88,4,3,115,260,9,4,1,0.5,0,1,0.7999999999999999
480,74,26,300,800,1.5,0.25,58,96,104,24,4,57,200,1,4,1,0.7,0,1,0.7
481,60,44,200,800,1.5,0.75,68,8,64,90,7,30,160,8,6,1,0.7999999999999999,0,0,0.7
482,62,98,300,600,1.5,0.25,106,96,48,84,4,126,440,6,5,1,0.5,0,1,0.7
483,72,24,200,400,4.0,0.5,22,40,24,80,6,114,200,4,4,1,0.7999999999999999,0,0,0.5
484,124,14,400,200,2.0,0.75,48,72,56,30,5,89,40,1,2,0,0.7999999999999999,1,0,0.6
485,90,76,800,200,1.5,0.25,56,66,120,18,3,56,40,7,5,1,0.6,1,1,0.7
486,24,78,200,200,3.5,0.5,44,4,56,64,2,57,460,1,3,0,0.7,0,1,0.8999999999999999
487,108,52,200,500,2.5,0.5,44,100,40,96,6,127,260,8,4,0,0.7999999999999999,1,1,0.6
488,72,74,600,600,3.5,0.25,102,84,56,96,7,55,200,7,5,1,0.5,0,1,0.8999999999999999
489,60,48,400,300,3.0,0.25,62,38,104,58,4,31,120,6,4,1,0.5,1,1,0.7
490,86,92,800,600,4.5,0.75,90,124,88,56,4,64,120,2,1,1,0.8999999999999999,0,1,0.6
491,40,42,500,400,1.0,0.25,124,56,80,88,1,81,480,9,5,0,0.6,1,1,0.7999999999999999
492,62,94,300,300,1.0,0.75,126,90,32,18,1,31,280,1,5,1,0.7999999999999999,0,0,0.5
493,20,82,500,900,1.5,0.5,16,14,112,18,2,110,40,4,7,1,0.7999999999999999,1,1,0.7999999999999999
494,58,14,300,800,2.5,0.75,16,106,64,14,7,123,220,8,6,1,0.7999999999999999,0,0,0.7
495,106,92,600,900,3.5,0.25,16,16,96,98,6,111,360,9,2,1,0.8999999999999999,0,1,0.8999999999999999
496,72,16,600,200,3.5,0.5,66,108,112,94,2,14,20,9,7,0,0.5,0,0,0.6
497,24,86,800,500,4.5,0.25,30,8,56,78,5,43,200,8,3,0,0.7999999999999999,0,1,0.5
498,38,84,300,800,1.5,0.75,126,80,16,8,3,30,360,4,6,0,0.7,0,0,0.6
499,4,10,800,100,3.5,0.5,64,120,8,114,6,79,300,6,7,0,0.5,0,0,0.7999999999999999
500,56,10,600,700,2.0,0.75,62,110,16,88,5,113,160,6,2,0,0.7,1,0,0.6
501,60,120,500,300,3.0,0.5,66,26,72,48,3,27,480,1,7,1,0.5,0,1,0.8999999999999999
502,110,124,900,100,1.0,0.5,10,94,40,100,2,72,260,3,7,1,0.5,0,0,0.8999999999999999
